County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District Zip,District Enrollment as of Oct 2021,School Number,School Enrollment as of Oct 2021
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901110,652
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901111,440
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901112,634
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901113,554
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901114,310
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901115,308
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901116,665
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901117,661
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901118,599
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901119,780
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901120,683
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901121,575
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901122,497
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901123,435
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901124,282
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901125,719
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901126,443
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901127,712
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901128,956
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901129,0
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901200,0
'061,DENTON COUNTY,'11,'11,'11,'061901,DENTON ISD,INDEPENDENT,'4816740,1307 N LOCUST ST,DENTON,76201,31951,'061901201,0
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902001,4286
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902002,3027
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902003,0
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902004,2023
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902005,274
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902007,25
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902008,3655
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902010,3602
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902011,0
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902042,652
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902044,752
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902045,723
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902046,468
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902047,867
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902048,872
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902049,823
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902050,941
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902052,731
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902053,833
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902054,640
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902055,481
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902056,747
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902057,0
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902058,631
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902059,1033
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902101,526
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902104,664
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902106,493
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902107,502
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902108,459
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902109,535
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902110,356
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902112,502
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902113,536
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902114,548
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902115,265
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902116,440
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902117,592
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902118,432
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902119,375
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902120,375
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902121,362
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902122,508
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902123,510
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902124,589
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902125,462
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902126,635
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902127,553
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902128,535
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902129,545
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902130,752
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902131,562
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902132,482
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902133,556
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902134,594
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902135,533
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902136,696
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902137,0
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902138,629
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902139,650
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902140,531
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902141,422
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902142,816
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902143,535
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902144,595
'061,DENTON COUNTY,'11,'11,'11,'061902,LEWISVILLE ISD,INDEPENDENT,'4827300,P O BOX 217,LEWISVILLE,75067-0217,49205,'061902145,467
'061,DENTON COUNTY,'11,'11,'11,'061903,PILOT POINT ISD,INDEPENDENT,'4834920,829 S HARRISON ST,PILOT POINT,76258-4347,1432,'061903001,447
'061,DENTON COUNTY,'11,'11,'11,'061903,PILOT POINT ISD,INDEPENDENT,'4834920,829 S HARRISON ST,PILOT POINT,76258-4347,1432,'061903002,0
'061,DENTON COUNTY,'11,'11,'11,'061903,PILOT POINT ISD,INDEPENDENT,'4834920,829 S HARRISON ST,PILOT POINT,76258-4347,1432,'061903041,328
'061,DENTON COUNTY,'11,'11,'11,'061903,PILOT POINT ISD,INDEPENDENT,'4834920,829 S HARRISON ST,PILOT POINT,76258-4347,1432,'061903101,172
'061,DENTON COUNTY,'11,'11,'11,'061903,PILOT POINT ISD,INDEPENDENT,'4834920,829 S HARRISON ST,PILOT POINT,76258-4347,1432,'061903102,485
'061,DENTON COUNTY,'11,'11,'11,'061905,KRUM ISD,INDEPENDENT,'4825980,1200 BOBCAT BLVD,KRUM,76249-6908,2217,'061905001,667
'061,DENTON COUNTY,'11,'11,'11,'061905,KRUM ISD,INDEPENDENT,'4825980,1200 BOBCAT BLVD,KRUM,76249-6908,2217,'061905002,-1
'061,DENTON COUNTY,'11,'11,'11,'061905,KRUM ISD,INDEPENDENT,'4825980,1200 BOBCAT BLVD,KRUM,76249-6908,2217,'061905041,536
'061,DENTON COUNTY,'11,'11,'11,'061905,KRUM ISD,INDEPENDENT,'4825980,1200 BOBCAT BLVD,KRUM,76249-6908,2217,'061905101,327
'061,DENTON COUNTY,'11,'11,'11,'061905,KRUM ISD,INDEPENDENT,'4825980,1200 BOBCAT BLVD,KRUM,76249-6908,2217,'061905102,-1
'061,DENTON COUNTY,'11,'11,'11,'061905,KRUM ISD,INDEPENDENT,'4825980,1200 BOBCAT BLVD,KRUM,76249-6908,2217,'061905103,393
'061,DENTON COUNTY,'11,'11,'11,'061906,PONDER ISD,INDEPENDENT,'4835310,400 W BAILEY ST,PONDER,76259,1582,'061906001,483
'061,DENTON COUNTY,'11,'11,'11,'061906,PONDER ISD,INDEPENDENT,'4835310,400 W BAILEY ST,PONDER,76259,1582,'061906002,0
'061,DENTON COUNTY,'11,'11,'11,'061906,PONDER ISD,INDEPENDENT,'4835310,400 W BAILEY ST,PONDER,76259,1582,'061906041,376
'061,DENTON COUNTY,'11,'11,'11,'061906,PONDER ISD,INDEPENDENT,'4835310,400 W BAILEY ST,PONDER,76259,1582,'061906101,723
'061,DENTON COUNTY,'11,'11,'11,'061907,AUBREY ISD,INDEPENDENT,'4808910,415 TISDELL LN,AUBREY,76227-9619,3112,'061907001,840
'061,DENTON COUNTY,'11,'11,'11,'061907,AUBREY ISD,INDEPENDENT,'4808910,415 TISDELL LN,AUBREY,76227-9619,3112,'061907002,0
'061,DENTON COUNTY,'11,'11,'11,'061907,AUBREY ISD,INDEPENDENT,'4808910,415 TISDELL LN,AUBREY,76227-9619,3112,'061907041,722
'061,DENTON COUNTY,'11,'11,'11,'061907,AUBREY ISD,INDEPENDENT,'4808910,415 TISDELL LN,AUBREY,76227-9619,3112,'061907101,543
'061,DENTON COUNTY,'11,'11,'11,'061907,AUBREY ISD,INDEPENDENT,'4808910,415 TISDELL LN,AUBREY,76227-9619,3112,'061907102,517
'061,DENTON COUNTY,'11,'11,'11,'061907,AUBREY ISD,INDEPENDENT,'4808910,415 TISDELL LN,AUBREY,76227-9619,3112,'061907103,490
'061,DENTON COUNTY,'11,'11,'11,'061908,SANGER ISD,INDEPENDENT,'4839180,601 ELM ST,SANGER,76266-9635,2750,'061908001,779
'061,DENTON COUNTY,'11,'11,'11,'061908,SANGER ISD,INDEPENDENT,'4839180,601 ELM ST,SANGER,76266-9635,2750,'061908002,0
'061,DENTON COUNTY,'11,'11,'11,'061908,SANGER ISD,INDEPENDENT,'4839180,601 ELM ST,SANGER,76266-9635,2750,'061908003,19
'061,DENTON COUNTY,'11,'11,'11,'061908,SANGER ISD,INDEPENDENT,'4839180,601 ELM ST,SANGER,76266-9635,2750,'061908041,435
'061,DENTON COUNTY,'11,'11,'11,'061908,SANGER ISD,INDEPENDENT,'4839180,601 ELM ST,SANGER,76266-9635,2750,'061908101,312
'061,DENTON COUNTY,'11,'11,'11,'061908,SANGER ISD,INDEPENDENT,'4839180,601 ELM ST,SANGER,76266-9635,2750,'061908102,417
'061,DENTON COUNTY,'11,'11,'11,'061908,SANGER ISD,INDEPENDENT,'4839180,601 ELM ST,SANGER,76266-9635,2750,'061908104,594
'061,DENTON COUNTY,'11,'11,'11,'061908,SANGER ISD,INDEPENDENT,'4839180,601 ELM ST,SANGER,76266-9635,2750,'061908105,194
'061,DENTON COUNTY,'11,'11,'11,'061910,ARGYLE ISD,INDEPENDENT,'4808670,800 EAGLE DR,ARGYLE,76226-0989,4338,'061910001,1342
'061,DENTON COUNTY,'11,'11,'11,'061910,ARGYLE ISD,INDEPENDENT,'4808670,800 EAGLE DR,ARGYLE,76226-0989,4338,'061910006,0
'061,DENTON COUNTY,'11,'11,'11,'061910,ARGYLE ISD,INDEPENDENT,'4808670,800 EAGLE DR,ARGYLE,76226-0989,4338,'061910041,1052
'061,DENTON COUNTY,'11,'11,'11,'061910,ARGYLE ISD,INDEPENDENT,'4808670,800 EAGLE DR,ARGYLE,76226-0989,4338,'061910042,331
'061,DENTON COUNTY,'11,'11,'11,'061910,ARGYLE ISD,INDEPENDENT,'4808670,800 EAGLE DR,ARGYLE,76226-0989,4338,'061910101,706
'061,DENTON COUNTY,'11,'11,'11,'061910,ARGYLE ISD,INDEPENDENT,'4808670,800 EAGLE DR,ARGYLE,76226-0989,4338,'061910103,907
'061,DENTON COUNTY,'11,'11,'11,'061910,ARGYLE ISD,INDEPENDENT,'4808670,800 EAGLE DR,ARGYLE,76226-0989,4338,'061910104,0
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911001,2171
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911005,-1
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911007,2733
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911008,-1
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911010,236
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911011,2986
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911012,0
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911042,994
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911043,1122
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911044,597
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911045,1070
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911046,1298
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911047,1337
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911048,0
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911101,776
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911102,600
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911106,565
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911107,655
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911108,608
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911109,762
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911110,517
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911111,597
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911112,528
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911113,680
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911114,732
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911115,586
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911116,678
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911117,643
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911118,797
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911119,683
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911120,749
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911121,607
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911122,669
'061,DENTON COUNTY,'11,'11,'11,'061911,NORTHWEST ISD,INDEPENDENT,'4833180,P O BOX 77070,FORT WORTH,76177-0070,27583,'061911123,604
'061,DENTON COUNTY,'11,'11,'11,'061912,LAKE DALLAS ISD,INDEPENDENT,'4826430,P O BOX 548,LAKE DALLAS,75065-0548,4004,'061912001,1317
'061,DENTON COUNTY,'11,'11,'11,'061912,LAKE DALLAS ISD,INDEPENDENT,'4826430,P O BOX 548,LAKE DALLAS,75065-0548,4004,'061912002,0
'061,DENTON COUNTY,'11,'11,'11,'061912,LAKE DALLAS ISD,INDEPENDENT,'4826430,P O BOX 548,LAKE DALLAS,75065-0548,4004,'061912041,950
'061,DENTON COUNTY,'11,'11,'11,'061912,LAKE DALLAS ISD,INDEPENDENT,'4826430,P O BOX 548,LAKE DALLAS,75065-0548,4004,'061912101,577
'061,DENTON COUNTY,'11,'11,'11,'061912,LAKE DALLAS ISD,INDEPENDENT,'4826430,P O BOX 548,LAKE DALLAS,75065-0548,4004,'061912103,560
'061,DENTON COUNTY,'11,'11,'11,'061912,LAKE DALLAS ISD,INDEPENDENT,'4826430,P O BOX 548,LAKE DALLAS,75065-0548,4004,'061912105,600
'061,DENTON COUNTY,'11,'11,'11,'061914,LITTLE ELM ISD,INDEPENDENT,'4827720,P O BOX 6000,LITTLE ELM,75068-6924,8287,'061914001,2501
'061,DENTON COUNTY,'11,'11,'11,'061914,LITTLE ELM ISD,INDEPENDENT,'4827720,P O BOX 6000,LITTLE ELM,75068-6924,8287,'061914002,0
